韻字,聲調,序號,韻名,韻碼,注釋
曔,去聲,二十四,敬,224,
絎,去聲,二十四,敬,224,
詇,去聲,二十四,敬,224,
鉼,去聲,二十四,敬,224,
掅,去聲,二十四,敬,224,
墭,去聲,二十四,敬,224,
妌,去聲,二十四,敬,224,
梷,去聲,二十四,敬,224,
滰,去聲,二十四,敬,224,
誩,去聲,二十四,敬,224,
澃,去聲,二十四,敬,224,
賏,去聲,二十四,敬,224,
靗,去聲,二十四,敬,224,
窉,去聲,二十四,敬,224,
悙,去聲,二十四,敬,224,
倞,去聲,二十四,敬,224,
眐,去聲,二十四,敬,224,
姃,去聲,二十四,敬,224,
賆,去聲,二十四,敬,224,
浧,去聲,二十四,敬,224,
鈵,去聲,二十四,敬,224,
貹,去聲,二十四,敬,224,
狌,去聲,二十四,敬,224,
絎,去聲,二十四,敬,224,
矎,去聲,二十四,敬,224,
瀴,去聲,二十四,敬,224,
寎,去聲,二十四,敬,224,
牚,去聲,二十四,敬,224,
儬,去聲,二十四,敬,224,
竧,去聲,二十四,敬,224,
炩,去聲,二十四,敬,224,
朾,去聲,二十四,敬,224,
葝,去聲,二十四,敬,224,
竀,去聲,二十四,敬,224,
鴴,去聲,二十四,敬,224,
鞕,去聲,二十四,敬,224,
㡠,去聲,二十四,敬,224,
䈣,去聲,二十四,敬,224,
䀻,去聲,二十四,敬,224,
䓝,去聲,二十四,敬,224,
䨻,去聲,二十四,敬,224,
䔔,去聲,二十四,敬,224,
㽀,去聲,二十四,敬,224,
䛭,去聲,二十四,敬,224,
㘫,去聲,二十四,敬,224,
䂻,去聲,二十四,敬,224,
㶇,去聲,二十四,敬,224,
㼞,去聲,二十四,敬,224,
䡖,去聲,二十四,敬,224,
㡧,去聲,二十四,敬,224,
䰢,去聲,二十四,敬,224,
䙬,去聲,二十四,敬,224,
𩓞,去聲,二十四,敬,224,
定,去聲,二十五,徑,225,
興,去聲,二十五,徑,225,興趣
徑,去聲,二十五,徑,225,
勝,去聲,二十五,徑,225,勝敗
贈,去聲,二十五,徑,225,
暝,去聲,二十五,徑,225,夜也
應,去聲,二十五,徑,225,答應
磬,去聲,二十五,徑,225,
磴,去聲,二十五,徑,225,
稱,去聲,二十五,徑,225,相稱
乘,去聲,二十五,徑,225,車乘
聽,去聲,二十五,徑,225,
甑,去聲,二十五,徑,225,
罄,去聲,二十五,徑,225,
賸,去聲,二十五,徑,225,
剩,去聲,二十五,徑,225,
佞,去聲,二十五,徑,225,
蹬,去聲,二十五,徑,225,
瑩,去聲,二十五,徑,225,
凝,去聲,二十五,徑,225,止水也
凭,去聲,二十五,徑,225,
飣,去聲,二十五,徑,225,
亘,去聲,二十五,徑,225,
孕,去聲,二十五,徑,225,
瞑,去聲,二十五,徑,225,
鄧,去聲,二十五,徑,225,
媵,去聲,二十五,徑,225,
鐙,去聲,二十五,徑,225,鞍鐙
秤,去聲,二十五,徑,225,
凳,去聲,二十五,徑,225,
櫈,去聲,二十五,徑,225,
醒,去聲,二十五,徑,225,
碇,去聲,二十五,徑,225,
瀅,去聲,二十五,徑,225,
亙,去聲,二十五,徑,225,
靘,去聲,二十五,徑,225,
綮,去聲,二十五,徑,225,
證,去聲,二十五,徑,225,
錠,去聲,二十五,徑,225,
經,去聲,二十五,徑,225,經緯。又織也
𦀇,去聲,二十五,徑,225,經緯。又織也
瞪,去聲,二十五,徑,225,
凌,去聲,二十五,徑,225,冰也
庭,去聲,二十五,徑,225,
訂,去聲,二十五,徑,225,
濘,去聲,二十五,徑,225,
嶝,去聲,二十五,徑,225,
釘,去聲,二十五,徑,225,以釘釘物也
廷,去聲,二十五,徑,225,
隥,去聲,二十五,徑,225,
瑩,去聲,二十五,徑,225,
脛,去聲,二十五,徑,225,
甯,去聲,二十五,徑,225,
寗,去聲,二十五,徑,225,
譍,去聲,二十五,徑,225,以言對也
穪,去聲,二十五,徑,225,
偁,去聲,二十五,徑,225,
懵,去聲,二十五,徑,225,
蹭,去聲,二十五,徑,225,
懜,去聲,二十五,徑,225,
墱,去聲,二十五,徑,225,
鸋,去聲,二十五,徑,225,
鑋,去聲,二十五,徑,225,
倰,去聲,二十五,徑,225,
踜,去聲,二十五,徑,225,
靪,去聲,二十五,徑,225,
掟,去聲,二十五,徑,225,
膡,去聲,二十五,徑,225,
揯,去聲,二十五,徑,225,
碃,去聲,二十五,徑,225,
鎣,去聲,二十五,徑,225,
冥,去聲,二十五,徑,225,
鋞,去聲,二十五,徑,225,
鼮,去聲,二十五,徑,225,
氶,去聲,二十五,徑,225,
芿,去聲,二十五,徑,225,
掕,去聲,二十五,徑,225,
堋,去聲,二十五,徑,225,
誔,去聲,二十五,徑,225,
濎,去聲,二十五,徑,225,
橙,去聲,二十五,徑,225,几屬
濪,去聲,二十五,徑,225,
驓,去聲,二十五,徑,225,
俓,去聲,二十五,徑,225,
鱦,去聲,二十五,徑,225,
殸,去聲,二十五,徑,225,
霯,去聲,二十五,徑,225,
覴,去聲,二十五,徑,225,
堩,去聲,二十五,徑,225,
烝,去聲,二十五,徑,225,熱也
碠,去聲,二十五,徑,225,
傰,去聲,二十五,徑,225,
臖,去聲,二十五,徑,225,
桱,去聲,二十五,徑,225,
掅,去聲,二十五,徑,225,
褮,去聲,二十五,徑,225,
榺,去聲,二十五,徑,225,
僜,去聲,二十五,徑,225,
邆,去聲,二十五,徑,225,
痭,去聲,二十五,徑,225,
睲,去聲,二十五,徑,225,
蕂,去聲,二十五,徑,225,
撜,去聲,二十五,徑,225,
靐,去聲,二十五,徑,225,
忊,去聲,二十五,徑,225,
㵾,去聲,二十五,徑,225,
䒅,去聲,二十五,徑,225,
䒌,去聲,二十五,徑,225,
㲌,去聲,二十五,徑,225,
䥌,去聲,二十五,徑,225,
㿦,去聲,二十五,徑,225,
䠬,去聲,二十五,徑,225,
㣷,去聲,二十五,徑,225,
䲛,去聲,二十五,徑,225,
䵴,去聲,二十五,徑,225,
㹵,去聲,二十五,徑,225,
㑞,去聲,二十五,徑,225,
㚺,去聲,二十五,徑,225,
䙢,去聲,二十五,徑,225,
㞌,去聲,二十五,徑,225,
䮴,去聲,二十五,徑,225,
䱆,去聲,二十五,徑,225,
䰝,去聲,二十五,徑,225,
㮓,去聲,二十五,徑,225,
㓈,去聲,二十五,徑,225,
䱍,去聲,二十五,徑,225,
䔭,去聲,二十五,徑,225,
䮚,去聲,二十五,徑,225,
𥥻,去聲,二十五,徑,225,
𢶚,去聲,二十五,徑,225,
𡹴,去聲,二十五,徑,225,
𧄼,去聲,二十五,徑,225,
𧑗,去聲,二十五,徑,225,
𨆪,去聲,二十五,徑,225,
舊,去聲,二十六,宥,226,
秀,去聲,二十六,宥,226,
瘦,去聲,二十六,宥,226,
袖,去聲,二十六,宥,226,
候,去聲,二十六,宥,226,
就,去聲,二十六,宥,226,
晝,去聲,二十六,宥,226,
漏,去聲,二十六,宥,226,
奏,去聲,二十六,宥,226,
岫,去聲,二十六,宥,226,
繡,去聲,二十六,宥,226,
透,去聲,二十六,宥,226,
豆,去聲,二十六,宥,226,
荳,去聲,二十六,宥,226,
茂,去聲,二十六,宥,226,
陋,去聲,二十六,宥,226,
溜,去聲,二十六,宥,226,
宙,去聲,二十六,宥,226,
構,去聲,二十六,宥,226,
鬥,去聲,二十六,宥,226,
鬪,去聲,二十六,宥,226,
鬦,去聲,二十六,宥,226,
竇,去聲,二十六,宥,226,
皺,去聲,二十六,宥,226,
寇,去聲,二十六,宥,226,
宼,去聲,二十六,宥,226,
獸,去聲,二十六,宥,226,
驟,去聲,二十六,宥,226,
謬,去聲,二十六,宥,226,
胄,去聲,二十六,宥,226,
臭,去聲,二十六,宥,226,
逅,去聲,二十六,宥,226,
又,去聲,二十六,宥,226,
究,去聲,二十六,宥,226,
后,去聲,二十六,宥,226,
鬬,去聲,二十六,宥,226,
鬭,去聲,二十六,宥,226,爭也
堠,去聲,二十六,宥,226,
祐,去聲,二十六,宥,226,
逗,去聲,二十六,宥,226,
甃,去聲,二十六,宥,226,
酎,去聲,二十六,宥,226,
幼,去聲,二十六,宥,226,
救,去聲,二十六,宥,226,
嗅,去聲,二十六,宥,226,
齅,去聲,二十六,宥,226,
彀,去聲,二十六,宥,226,
後,去聲,二十六,宥,226,
狩,去聲,二十六,宥,226,
狖,去聲,二十六,宥,226,
搆,去聲,二十六,宥,226,
售,去聲,二十六,宥,226,
覯,去聲,二十六,宥,226,
咒,去聲,二十六,宥,226,
呪,去聲,二十六,宥,226,
詋,去聲,二十六,宥,226,
廄,去聲,二十六,宥,226,
耨,去聲,二十六,宥,226,
宥,去聲,二十六,宥,226,
壽,去聲,二十六,宥,226,
夀,去聲,二十六,宥,226,
凑,去聲,二十六,宥,226,
鷲,去聲,二十六,宥,226,
疚,去聲,二十六,宥,226,
覆,去聲,二十六,宥,226,
囿,去聲,二十六,宥,226,
詬,去聲,二十六,宥,226,
籒,去聲,二十六,宥,226,
遘,去聲,二十六,宥,226,
漱,去聲,二十六,宥,226,
輳,去聲,二十六,宥,226,
右,去聲,二十六,宥,226,
霤,去聲,二十六,宥,226,
縐,去聲,二十六,宥,226,
富,去聲,二十六,宥,226,
脰,去聲,二十六,宥,226,
鏤,去聲,二十六,宥,226,
僽,去聲,二十六,宥,226,
侑,去聲,二十六,宥,226,
授,去聲,二十六,宥,226,
宿,去聲,二十六,宥,226,星宿
蔻,去聲,二十六,宥,226,
畱,去聲,二十六,宥,226,宿畱，停待也
畄,去聲,二十六,宥,226,宿畱，停待也
留,去聲,二十六,宥,226,宿畱，停待也
媾,去聲,二十六,宥,226,
走,去聲,二十六,宥,226,
厚,去聲,二十六,宥,226,
購,去聲,二十六,宥,226,
雊,去聲,二十六,宥,226,
懋,去聲,二十六,宥,226,
貿,去聲,二十六,宥,226,
咮,去聲,二十六,宥,226,
餖,去聲,二十六,宥,226,
冑,去聲,二十六,宥,226,
首,去聲,二十六,宥,226,告發。自首
扣,去聲,二十六,宥,226,
受,去聲,二十六,宥,226,
柩,去聲,二十六,宥,226,
銹,去聲,二十六,宥,226,
戊,去聲,二十六,宥,226,
簉,去聲,二十六,宥,226,
仆,去聲,二十六,宥,226,頓也
守,去聲,二十六,宥,226,
復,去聲,二十六,宥,226,
够,去聲,二十六,宥,226,
姆,去聲,二十六,宥,226,
副,去聲,二十六,宥,226,
繆,去聲,二十六,宥,226,
瞀,去聲,二十六,宥,226,
餾,去聲,二十六,宥,226,
腠,去聲,二十六,宥,226,
僦,去聲,二十六,宥,226,
嗽,去聲,二十六,宥,226,
瘶,去聲,二十六,宥,226,
叩,去聲,二十六,宥,226,
袤,去聲,二十六,宥,226,
廏,去聲,二十六,宥,226,
綬,去聲,二十六,宥,226,
吼,去聲,二十六,宥,226,
鼬,去聲,二十六,宥,226,
讀,去聲,二十六,宥,226,句讀
鷇,去聲,二十六,宥,226,
冓,去聲,二十六,宥,226,
收,去聲,二十六,宥,226,獲多也
収,去聲,二十六,宥,226,獲多也
蹂,去聲,二十六,宥,226,
糅,去聲,二十六,宥,226,
柚,去聲,二十六,宥,226,
佑,去聲,二十六,宥,226,
灸,去聲,二十六,宥,226,
廖,去聲,二十六,宥,226,
琇,去聲,二十六,宥,226,
繇,去聲,二十六,宥,226,卦兆辭
釉,去聲,二十六,宥,226,
嗾,去聲,二十六,宥,226,
漚,去聲,二十六,宥,226,久漬
姤,去聲,二十六,宥,226,
糗,去聲,二十六,宥,226,
槱,去聲,二十六,宥,226,
廇,去聲,二十六,宥,226,
句,去聲,二十六,宥,226,句當
鄮,去聲,二十六,宥,226,
伏,去聲,二十六,宥,226,禽覆卵也
揉,去聲,二十六,宥,226,
癅,去聲,二十六,宥,226,
謏,去聲,二十六,宥,226,
噣,去聲,二十六,宥,226,喙也
懤,去聲,二十六,宥,226,
愗,去聲,二十六,宥,226,
畜,去聲,二十六,宥,226,
痘,去聲,二十六,宥,226,
鱟,去聲,二十六,宥,226,
楙,去聲,二十六,宥,226,
佝,去聲,二十六,宥,226,
蜼,去聲,二十六,宥,226,
釦,去聲,二十六,宥,226,
擩,去聲,二十六,宥,226,
揍,去聲,二十六,宥,226,
塯,去聲,二十六,宥,226,
貁,去聲,二十六,宥,226,
鍑,去聲,二十六,宥,226,
楱,去聲,二十六,宥,226,
譳,去聲,二十六,宥,226,
窌,去聲,二十六,宥,226,
狃,去聲,二十六,宥,226,
睺,去聲,二十六,宥,226,
油,去聲,二十六,宥,226,地名。又與釉同
毭,去聲,二十六,宥,226,
複,去聲,二十六,宥,226,
猶,去聲,二十六,宥,226,獸名
輶,去聲,二十六,宥,226,
雺,去聲,二十六,宥,226,
飂,去聲,二十六,宥,226,
輮,去聲,二十六,宥,226,
僂,去聲,二十六,宥,226,
瘻,去聲,二十六,宥,226,
酘,去聲,二十六,宥,226,
娒,去聲,二十六,宥,226,
螑,去聲,二十六,宥,226,
鍭,去聲,二十六,宥,226,
鎦,去聲,二十六,宥,226,
鷚,去聲,二十六,宥,226,
浢,去聲,二十六,宥,226,
筘,去聲,二十六,宥,226,
豞,去聲,二十六,宥,226,
鈾,去聲,二十六,宥,226,
姷,去聲,二十六,宥,226,
怞,去聲,二十六,宥,226,
匓,去聲,二十六,宥,226,
鏅,去聲,二十六,宥,226,
怐,去聲,二十六,宥,226,
栯,去聲,二十六,宥,226,
迶,去聲,二十六,宥,226,
瞉,去聲,二十六,宥,226,
煣,去聲,二十六,宥,226,
嗖,去聲,二十六,宥,226,
粙,去聲,二十六,宥,226,
櫾,去聲,二十六,宥,226,
駎,去聲,二十六,宥,226,
惾,去聲,二十六,宥,226,
韝,去聲,二十六,宥,226,
慦,去聲,二十六,宥,226,
竎,去聲,二十六,宥,226,
鮜,去聲,二十六,宥,226,
骺,去聲,二十六,宥,226,
疛,去聲,二十六,宥,226,
凁,去聲,二十六,宥,226,
斣,去聲,二十六,宥,226,
嬦,去聲,二十六,宥,226,
鞣,去聲,二十六,宥,226,
撀,去聲,二十六,宥,226,
暓,去聲,二十六,宥,226,
鴢,去聲,二十六,宥,226,
猚,去聲,二十六,宥,226,
磂,去聲,二十六,宥,226,
牰,去聲,二十六,宥,226,
璓,去聲,二十六,宥,226,
糔,去聲,二十六,宥,226,
溴,去聲,二十六,宥,226,
鏉,去聲,二十六,宥,226,
輻,去聲,二十六,宥,226,
韖,去聲,二十六,宥,226,
峟,去聲,二十六,宥,226,
殧,去聲,二十六,宥,226,
郖,去聲,二十六,宥,226,
敊,去聲,二十六,宥,226,
嬬,去聲,二十六,宥,226,
鮈,去聲,二十六,宥,226,
嗕,去聲,二十六,宥,226,
煹,去聲,二十六,宥,226,
憱,去聲,二十六,宥,226,
熰,去聲,二十六,宥,226,
梎,去聲,二十六,宥,226,
豧,去聲,二十六,宥,226,
袧,去聲,二十六,宥,226,
鯦,去聲,二十六,宥,226,
遚,去聲,二十六,宥,226,
嬼,去聲,二十六,宥,226,
鬸,去聲,二十六,宥,226,
鄇,去聲,二十六,宥,226,
蜏,去聲,二十六,宥,226,
椆,去聲,二十六,宥,226,
窛,去聲,二十六,宥,226,
蔟,去聲,二十六,宥,226,律名
珛,去聲,二十六,宥,226,
褔,去聲,二十六,宥,226,
洉,去聲,二十六,宥,226,
䀁,去聲,二十六,宥,226,
㖟,去聲,二十六,宥,226,
䙔,去聲,二十六,宥,226,
㳶,去聲,二十六,宥,226,
䳹,去聲,二十六,宥,226,
䊘,去聲,二十六,宥,226,
䩜,去聲,二十六,宥,226,
㜌,去聲,二十六,宥,226,
䍍,去聲,二十六,宥,226,
䝭,去聲,二十六,宥,226,
䪖,去聲,二十六,宥,226,
䤅,去聲,二十六,宥,226,
㗜,去聲,二十六,宥,226,
䃓,去聲,二十六,宥,226,
䋓,去聲,二十六,宥,226,
㕻,去聲,二十六,宥,226,
䛆,去聲,二十六,宥,226,
㑳,去聲,二十六,宥,226,
㖃,去聲,二十六,宥,226,
䔰,去聲,二十六,宥,226,
䟬,去聲,二十六,宥,226,
㔷,去聲,二十六,宥,226,
䟝,去聲,二十六,宥,226,
䒄,去聲,二十六,宥,226,
䆜,去聲,二十六,宥,226,
䞧,去聲,二十六,宥,226,
㦞,去聲,二十六,宥,226,
㗕,去聲,二十六,宥,226,
䀤,去聲,二十六,宥,226,
㛒,去聲,二十六,宥,226,
㺠,去聲,二十六,宥,226,
䦣,去聲,二十六,宥,226,
㲃,去聲,二十六,宥,226,
㵵,去聲,二十六,宥,226,
㡱,去聲,二十六,宥,226,
䋴,去聲,二十六,宥,226,
䅢,去聲,二十六,宥,226,
㔿,去聲,二十六,宥,226,
㼙,去聲,二十六,宥,226,
㩆,去聲,二十六,宥,226,
䬦,去聲,二十六,宥,226,
㽬,去聲,二十六,宥,226,
䔏,去聲,二十六,宥,226,
㙧,去聲,二十六,宥,226,
䞬,去聲,二十六,宥,226,
㨌,去聲,二十六,宥,226,
㝊,去聲,二十六,宥,226,
㶯,去聲,二十六,宥,226,
䬨,去聲,二十六,宥,226,
㰯,去聲,二十六,宥,226,
䐢,去聲,二十六,宥,226,
䠫,去聲,二十六,宥,226,
䄈,去聲,二十六,宥,226,
䓮,去聲,二十六,宥,226,
㙀,去聲,二十六,宥,226,
䇺,去聲,二十六,宥,226,
㔌,去聲,二十六,宥,226,
䠐,去聲,二十六,宥,226,
䪷,去聲,二十六,宥,226,
䩽,去聲,二十六,宥,226,
㝌,去聲,二十六,宥,226,
㝤,去聲,二十六,宥,226,
䜬,去聲,二十六,宥,226,
䛵,去聲,二十六,宥,226,
䛠,去聲,二十六,宥,226,
㹨,去聲,二十六,宥,226,
㠇,去聲,二十六,宥,226,
㤱,去聲,二十六,宥,226,
㝅,去聲,二十六,宥,226,
䞥,去聲,二十六,宥,226,
㢄,去聲,二十六,宥,226,
㾭,去聲,二十六,宥,226,
䌂,去聲,二十六,宥,226,
𧱓,去聲,二十六,宥,226,
𤬏,去聲,二十六,宥,226,
𧧷,去聲,二十六,宥,226,
𤸑,去聲,二十六,宥,226,
𡞜,去聲,二十六,宥,226,
𦳩,去聲,二十六,宥,226,
𣓕,去聲,二十六,宥,226,
𥲃,去聲,二十六,宥,226,
𨶜,去聲,二十六,宥,226,
𠣿,去聲,二十六,宥,226,
𨡭,去聲,二十六,宥,226,
禁,去聲,二十七,沁,227,
蔭,去聲,二十七,沁,227,
讖,去聲,二十七,沁,227,
浸,去聲,二十七,沁,227,
任,去聲,二十七,沁,227,
祲,去聲,二十七,沁,227,
沁,去聲,二十七,沁,227,
鴆,去聲,二十七,沁,227,
闖,去聲,二十七,沁,227,
賃,去聲,二十七,沁,227,
譖,去聲,二十七,沁,227,
滲,去聲,二十七,沁,227,
飲,去聲,二十七,沁,227,使飲
甚,去聲,二十七,沁,227,
深,去聲,二十七,沁,227,度淺深
臨,去聲,二十七,沁,227,
枕,去聲,二十七,沁,227,
窨,去聲,二十七,沁,227,
寖,去聲,二十七,沁,227,
紝,去聲,二十七,沁,227,
吟,去聲,二十七,沁,227,
罧,去聲,二十七,沁,227,
喑,去聲,二十七,沁,227,喑噁
噤,去聲,二十七,沁,227,
揕,去聲,二十七,沁,227,
紟,去聲,二十七,沁,227,
衽,去聲,二十七,沁,227,
袵,去聲,二十七,沁,227,
鵀,去聲,二十七,沁,227,
癊,去聲,二十七,沁,227,
沈,去聲,二十七,沁,227,
鋟,去聲,二十七,沁,227,
妗,去聲,二十七,沁,227,
妊,去聲,二十七,沁,227,
姙,去聲,二十七,沁,227,
僸,去聲,二十七,沁,227,
酖,去聲,二十七,沁,227,通鴆
吢,去聲,二十七,沁,227,
邥,去聲,二十七,沁,227,
齽,去聲,二十七,沁,227,
笒,去聲,二十七,沁,227,
瘎,去聲,二十七,沁,227,
赺,去聲,二十七,沁,227,
愖,去聲,二十七,沁,227,
鈊,去聲,二十七,沁,227,
鈂,去聲,二十七,沁,227,
抋,去聲,二十七,沁,227,
搇,去聲,二十七,沁,227,
侺,去聲,二十七,沁,227,
莐,去聲,二十七,沁,227,
伈,去聲,二十七,沁,227,
瞫,去聲,二十七,沁,227,
扲,去聲,二十七,沁,227,
搇,去聲,二十七,沁,227,
夦,去聲,二十七,沁,227,
䜟,去聲,二十七,沁,227,
䶖,去聲,二十七,沁,227,
㓄,去聲,二十七,沁,227,
䥠,去聲,二十七,沁,227,
䏕,去聲,二十七,沁,227,
䧵,去聲,二十七,沁,227,
䲴,去聲,二十七,沁,227,
㱽,去聲,二十七,沁,227,
㼉,去聲,二十七,沁,227,
㵕,去聲,二十七,沁,227,
䜗,去聲,二十七,沁,227,
䑤,去聲,二十七,沁,227,
㤈,去聲,二十七,沁,227,
䈜,去聲,二十七,沁,227,
䌝,去聲,二十七,沁,227,
䫴,去聲,二十七,沁,227,
㯲,去聲,二十七,沁,227,
𦧈,去聲,二十七,沁,227,
𢊖,去聲,二十七,沁,227,
憾,去聲,二十八,勘,228,
纜,去聲,二十八,勘,228,
暫,去聲,二十八,勘,228,
瞰,去聲,二十八,勘,228,
矙,去聲,二十八,勘,228,
探,去聲,二十八,勘,228,
擔,去聲,二十八,勘,228,所負也
勘,去聲,二十八,勘,228,
暗,去聲,二十八,勘,228,
紺,去聲,二十八,勘,228,
歛,去聲,二十八,勘,228,
淡,去聲,二十八,勘,228,
濫,去聲,二十八,勘,228,
甔,去聲,二十八,勘,228,
賧,去聲,二十八,勘,228,
磡,去聲,二十八,勘,228,
澹,去聲,二十八,勘,228,水搖動貌
憨,去聲,二十八,勘,228,
墈,去聲,二十八,勘,228,
唅,去聲,二十八,勘,228,
啖,去聲,二十八,勘,228,狂也
㗖,去聲,二十八,勘,228,狂也
噉,去聲,二十八,勘,228,狂也
啗,去聲,二十八,勘,228,狂也
闞,去聲,二十八,勘,228,
鬫,去聲,二十八,勘,228,
闇,去聲,二十八,勘,228,
憺,去聲,二十八,勘,228,
贛,去聲,二十八,勘,228,
鏨,去聲,二十八,勘,228,
憛,去聲,二十八,勘,228,
霮,去聲,二十八,勘,228,
壏,去聲,二十八,勘,228,
爁,去聲,二十八,勘,228,
僋,去聲,二十八,勘,228,
汵,去聲,二十八,勘,228,
嚂,去聲,二十八,勘,228,
莟,去聲,二十八,勘,228,
腅,去聲,二十八,勘,228,
俕,去聲,二十八,勘,228,
琀,去聲,二十八,勘,228,
淦,去聲,二十八,勘,228,
儑,去聲,二十八,勘,228,
浛,去聲,二十八,勘,228,
沊,去聲,二十八,勘,228,
詌,去聲,二十八,勘,228,
誩,去聲,二十八,勘,228,
馾,去聲,二十八,勘,228,
揞,去聲,二十八,勘,228,
閐,去聲,二十八,勘,228,
錎,去聲,二十八,勘,228,
倓,去聲,二十八,勘,228,
篸,去聲,二十八,勘,228,
懢,去聲,二十八,勘,228,
參,去聲,二十八,勘,228,參鼓
黚,去聲,二十八,勘,228,
竷,去聲,二十八,勘,228,
癚,去聲,二十八,勘,228,
凵,去聲,二十八,勘,228,
帎,去聲,二十八,勘,228,
撍,去聲,二十八,勘,228,
蜭,去聲,二十八,勘,228,
顑,去聲,二十八,勘,228,
饀,去聲,二十八,勘,228,
姏,去聲,二十八,勘,228,
瞫,去聲,二十八,勘,228,
三,去聲,二十八,勘,228,三思
婻,去聲,二十八,勘,228,
漤,去聲,二十八,勘,228,
顲,去聲,二十八,勘,228,
䌫,去聲,二十八,勘,228,
䬓,去聲,二十八,勘,228,
䯥,去聲,二十八,勘,228,
䗊,去聲,二十八,勘,228,
䀍,去聲,二十八,勘,228,
䲺,去聲,二十八,勘,228,
㤾,去聲,二十八,勘,228,
䫅,去聲,二十八,勘,228,
㜮,去聲,二十八,勘,228,
䐺,去聲,二十八,勘,228,
䨵,去聲,二十八,勘,228,
䟅,去聲,二十八,勘,228,
䘓,去聲,二十八,勘,228,
䐄,去聲,二十八,勘,228,
䗣,去聲,二十八,勘,228,
𦧡,去聲,二十八,勘,228,
𨣨,去聲,二十八,勘,228,
念,去聲,二十九,艷,229,
艷,去聲,二十九,艷,229,
焰,去聲,二十九,艷,229,
店,去聲,二十九,艷,229,
驗,去聲,二十九,艷,229,
騐,去聲,二十九,艷,229,
灔,去聲,二十九,艷,229,
塹,去聲,二十九,艷,229,
占,去聲,二十九,艷,229,占據
釅,去聲,二十九,艷,229,
贍,去聲,二十九,艷,229,
墊,去聲,二十九,艷,229,
坫,去聲,二十九,艷,229,
僭,去聲,二十九,艷,229,
窆,去聲,二十九,艷,229,
厭,去聲,二十九,艷,229,
殮,去聲,二十九,艷,229,
饜,去聲,二十九,艷,229,
劍,去聲,二十九,艷,229,
劒,去聲,二十九,艷,229,
掞,去聲,二十九,艷,229,
砭,去聲,二十九,艷,229,
覘,去聲,二十九,艷,229,
韂,去聲,二十九,艷,229,
欠,去聲,二十九,艷,229,
斂,去聲,二十九,艷,229,
苫,去聲,二十九,艷,229,
佔,去聲,二十九,艷,229,
傔,去聲,二十九,艷,229,
潛,去聲,二十九,艷,229,
瀲,去聲,二十九,艷,229,
煔,去聲,二十九,艷,229,
醶,去聲,二十九,艷,229,
曕,去聲,二十九,艷,229,
沾,去聲,二十九,艷,229,水名。縣名
舚,去聲,二十九,艷,229,
淹,去聲,二十九,艷,229,
歉,去聲,二十九,艷,229,
忝,去聲,二十九,艷,229,
鹼,去聲,二十九,艷,229,
碱,去聲,二十九,艷,229,
堿,去聲,二十九,艷,229,
襜,去聲,二十九,艷,229,
爓,去聲,二十九,艷,229,
痁,去聲,二十九,艷,229,
俺,去聲,二十九,艷,229,
熌,去聲,二十九,艷,229,
噞,去聲,二十九,艷,229,
獫,去聲,二十九,艷,229,
驔,去聲,二十九,艷,229,
酓,去聲,二十九,艷,229,
裧,去聲,二十九,艷,229,
嬱,去聲,二十九,艷,229,
艌,去聲,二十九,艷,229,
嬮,去聲,二十九,艷,229,
鰜,去聲,二十九,艷,229,
幨,去聲,二十九,艷,229,
埝,去聲,二十九,艷,229,
譣,去聲,二十九,艷,229,
槧,去聲,二十九,艷,229,
兼,去聲,二十九,艷,229,
鹽,去聲,二十九,艷,229,以鹽腌物也
䀋,去聲,二十九,艷,229,以鹽腌物也
𥂁,去聲,二十九,艷,229,以鹽腌物也
塩,去聲,二十九,艷,229,以鹽腌物也
覎,去聲,二十九,艷,229,
爁,去聲,二十九,艷,229,
菾,去聲,二十九,艷,229,
敥,去聲,二十九,艷,229,
姭,去聲,二十九,艷,229,
裺,去聲,二十九,艷,229,
殗,去聲,二十九,艷,229,
羷,去聲,二十九,艷,229,
澰,去聲,二十九,艷,229,
趝,去聲,二十九,艷,229,
嶦,去聲,二十九,艷,229,
頕,去聲,二十九,艷,229,
脅,去聲,二十九,艷,229,妨也
脇,去聲,二十九,艷,229,妨也
稴,去聲,二十九,艷,229,
覎,去聲,二十九,艷,229,
棯,去聲,二十九,艷,229,
㮇,去聲,二十九,艷,229,
䪜,去聲,二十九,艷,229,
㝪,去聲,二十九,艷,229,
㶺,去聲,二十九,艷,229,
㷔,去聲,二十九,艷,229,
䠨,去聲,二十九,艷,229,
㙴,去聲,二十九,艷,229,
㛪,去聲,二十九,艷,229,
㣣,去聲,二十九,艷,229,
䛳,去聲,二十九,艷,229,
䶫,去聲,二十九,艷,229,
䃸,去聲,二十九,艷,229,
䀡,去聲,二十九,艷,229,
䯡,去聲,二十九,艷,229,
䃱,去聲,二十九,艷,229,
䊴,去聲,二十九,艷,229,
䧔,去聲,二十九,艷,229,
㱨,去聲,二十九,艷,229,
㟻,去聲,二十九,艷,229,
䱤,去聲,二十九,艷,229,
㪁,去聲,二十九,艷,229,
䦲,去聲,二十九,艷,229,
㼭,去聲,二十九,艷,229,
䁮,去聲,二十九,艷,229,
䈴,去聲,二十九,艷,229,
㜞,去聲,二十九,艷,229,
𥮘,去聲,二十九,艷,229,
𩅀,去聲,二十九,艷,229,
𦱏,去聲,二十九,艷,229,
𤬯,去聲,二十九,艷,229,
