韻字,聲調,序號,韻名,韻碼,注釋
𧸘,去聲,二十九,艷,229,
𣄝,去聲,二十九,艷,229,
𪙊,去聲,二十九,艷,229,
𨸱,去聲,二十九,艷,229,
𢜰,去聲,二十九,艷,229,
𡄑,去聲,二十九,艷,229,
𩅼,去聲,二十九,艷,229,
𦁤,去聲,二十九,艷,229,
𦒻,去聲,二十九,艷,229,
𢴵,去聲,二十九,艷,229,
𨼮,去聲,二十九,艷,229,
鑑,去聲,三十,陷,230,
泛,去聲,三十,陷,230,
梵,去聲,三十,陷,230,
監,去聲,三十,陷,230,
陷,去聲,三十,陷,230,
汎,去聲,三十,陷,230,
懺,去聲,三十,陷,230,
蘸,去聲,三十,陷,230,
賺,去聲,三十,陷,230,
鑱,去聲,三十,陷,230,
站,去聲,三十,陷,230,
帆,去聲,三十,陷,230,張帆行駛
㠶,去聲,三十,陷,230,張帆行駛
欠,去聲,三十,陷,230,
餡,去聲,三十,陷,230,
渢,去聲,三十,陷,230,
摲,去聲,三十,陷,230,
釤,去聲,三十,陷,230,
訉,去聲,三十,陷,230,
儳,去聲,三十,陷,230,
劍,去聲,三十,陷,230,
劒,去聲,三十,陷,230,
湴,去聲,三十,陷,230,
譀,去聲,三十,陷,230,
讒,去聲,三十,陷,230,
闞,去聲,三十,陷,230,犬聲。獸怒聲
鬫,去聲,三十,陷,230,犬聲。獸怒聲
甉,去聲,三十,陷,230,
釩,去聲,三十,陷,230,
埳,去聲,三十,陷,230,同陷
艬,去聲,三十,陷,230,
覱,去聲,三十,陷,230,
揞,去聲,三十,陷,230,
溓,去聲,三十,陷,230,
顑,去聲,三十,陷,230,
肷,去聲,三十,陷,230,
錎,去聲,三十,陷,230,
臽,去聲,三十,陷,230,
滼,去聲,三十,陷,230,
淹,去聲,三十,陷,230,
韽,去聲,三十,陷,230,
湛,去聲,三十,陷,230,姓
䪌,去聲,三十,陷,230,
䬚,去聲,三十,陷,230,
㒈,去聲,三十,陷,230,
䀀,去聲,三十,陷,230,
䜛,去聲,三十,陷,230,
㦑,去聲,三十,陷,230,
㣌,去聲,三十,陷,230,
㸥,去聲,三十,陷,230,
㺘,去聲,三十,陷,230,
㽉,去聲,三十,陷,230,
䱿,去聲,三十,陷,230,
㪠,去聲,三十,陷,230,
䶟,去聲,三十,陷,230,
㕨,去聲,三十,陷,230,
𧸖,去聲,三十,陷,230,
𪉦,去聲,三十,陷,230,
𣔿,去聲,三十,陷,230,
𤮭,去聲,三十,陷,230,
竹,入聲,一,屋,101,
屋,入聲,一,屋,101,
谷,入聲,一,屋,101,
目,入聲,一,屋,101,
木,入聲,一,屋,101,
熟,入聲,一,屋,101,
菊,入聲,一,屋,101,
腹,入聲,一,屋,101,
哭,入聲,一,屋,101,
服,入聲,一,屋,101,
肉,入聲,一,屋,101,
獨,入聲,一,屋,101,
福,入聲,一,屋,101,
速,入聲,一,屋,101,
逐,入聲,一,屋,101,
祿,入聲,一,屋,101,
鹿,入聲,一,屋,101,
麓,入聲,一,屋,101,
肅,入聲,一,屋,101,
軸,入聲,一,屋,101,
牧,入聲,一,屋,101,
宿,入聲,一,屋,101,住宿
卜,入聲,一,屋,101,
陸,入聲,一,屋,101,
六,入聲,一,屋,101,
族,入聲,一,屋,101,
筑,入聲,一,屋,101,
轂,入聲,一,屋,101,
祝,入聲,一,屋,101,
沐,入聲,一,屋,101,
斛,入聲,一,屋,101,
馥,入聲,一,屋,101,
穀,入聲,一,屋,101,
糓,入聲,一,屋,101,
犢,入聲,一,屋,101,
掬,入聲,一,屋,101,
縮,入聲,一,屋,101,
築,入聲,一,屋,101,
牘,入聲,一,屋,101,
叔,入聲,一,屋,101,
尗,入聲,一,屋,101,
讀,入聲,一,屋,101,讀書
粥,入聲,一,屋,101,
簇,入聲,一,屋,101,
蹙,入聲,一,屋,101,
育,入聲,一,屋,101,
禿,入聲,一,屋,101,
覆,入聲,一,屋,101,
碌,入聲,一,屋,101,
復,入聲,一,屋,101,
伏,入聲,一,屋,101,
穆,入聲,一,屋,101,
瀆,入聲,一,屋,101,
戮,入聲,一,屋,101,
淑,入聲,一,屋,101,
蓄,入聲,一,屋,101,
縠,入聲,一,屋,101,
矗,入聲,一,屋,101,
扑,入聲,一,屋,101,
幅,入聲,一,屋,101,
鏃,入聲,一,屋,101,
菽,入聲,一,屋,101,
漉,入聲,一,屋,101,
竺,入聲,一,屋,101,
燠,入聲,一,屋,101,
蓿,入聲,一,屋,101,
蔌,入聲,一,屋,101,
撲,入聲,一,屋,101,
瀑,入聲,一,屋,101,
麯,入聲,一,屋,101,酒麯
簌,入聲,一,屋,101,
櫝,入聲,一,屋,101,
睦,入聲,一,屋,101,
鵩,入聲,一,屋,101,
鞠,入聲,一,屋,101,
鶩,入聲,一,屋,101,
觫,入聲,一,屋,101,
蹴,入聲,一,屋,101,
蹵,入聲,一,屋,101,
簏,入聲,一,屋,101,
蝠,入聲,一,屋,101,
黷,入聲,一,屋,101,
郁,入聲,一,屋,101,
霂,入聲,一,屋,101,
塾,入聲,一,屋,101,
澳,入聲,一,屋,101,
𥜌,入聲,一,屋,101,
謖,入聲,一,屋,101,
夙,入聲,一,屋,101,
轆,入聲,一,屋,101,
餗,入聲,一,屋,101,
麴,入聲,一,屋,101,
恧,入聲,一,屋,101,
僕,入聲,一,屋,101,羣飛貌
畜,入聲,一,屋,101,
榖,入聲,一,屋,101,
衄,入聲,一,屋,101,
衂,入聲,一,屋,101,
洑,入聲,一,屋,101,
濮,入聲,一,屋,101,
蔔,入聲,一,屋,101,
槭,入聲,一,屋,101,
樕,入聲,一,屋,101,
毓,入聲,一,屋,101,
輻,入聲,一,屋,101,
朴,入聲,一,屋,101,
複,入聲,一,屋,101,
孰,入聲,一,屋,101,
匊,入聲,一,屋,101,
倏,入聲,一,屋,101,
倐,入聲,一,屋,101,
濁,入聲,一,屋,101,
舳,入聲,一,屋,101,
醭,入聲,一,屋,101,
讟,入聲,一,屋,101,
樸,入聲,一,屋,101,
輻,入聲,一,屋,101,
鬻,入聲,一,屋,101,
僇,入聲,一,屋,101,
煜,入聲,一,屋,101,
角,入聲,一,屋,101,
蝮,入聲,一,屋,101,
稑,入聲,一,屋,101,
暴,入聲,一,屋,101,日乾也
虣,入聲,一,屋,101,日乾也
箙,入聲,一,屋,101,
昱,入聲,一,屋,101,
彧,入聲,一,屋,101,
槲,入聲,一,屋,101,
曝,入聲,一,屋,101,
啄,入聲,一,屋,101,
鞫,入聲,一,屋,101,
諊,入聲,一,屋,101,
朒,入聲,一,屋,101,
盝,入聲,一,屋,101,
韣,入聲,一,屋,101,
匐,入聲,一,屋,101,
睩,入聲,一,屋,101,
琭,入聲,一,屋,101,
齪,入聲,一,屋,101,
蓼,入聲,一,屋,101,
蹜,入聲,一,屋,101,
滀,入聲,一,屋,101,
毣,入聲,一,屋,101,
忸,入聲,一,屋,101,
鵴,入聲,一,屋,101,
瀫,入聲,一,屋,101,
俶,入聲,一,屋,101,
踧,入聲,一,屋,101,
袱,入聲,一,屋,101,
鷫,入聲,一,屋,101,
柷,入聲,一,屋,101,
澓,入聲,一,屋,101,
髑,入聲,一,屋,101,
輹,入聲,一,屋,101,
柚,入聲,一,屋,101,
搐,入聲,一,屋,101,
摝,入聲,一,屋,101,
瘯,入聲,一,屋,101,
慉,入聲,一,屋,101,
殰,入聲,一,屋,101,
𦢌,入聲,一,屋,101,
鏕,入聲,一,屋,101,
碡,入聲,一,屋,101,
副,入聲,一,屋,101,剖也，判也，裂也
囿,入聲,一,屋,101,
菔,入聲,一,屋,101,
茯,入聲,一,屋,101,
薁,入聲,一,屋,101,
剭,入聲,一,屋,101,
螰,入聲,一,屋,101,
苜,入聲,一,屋,101,
踀,入聲,一,屋,101,
喌,入聲,一,屋,101,
嘼,入聲,一,屋,101,
蔟,入聲,一,屋,101,
虙,入聲,一,屋,101,
趚,入聲,一,屋,101,
驌,入聲,一,屋,101,
蹗,入聲,一,屋,101,
鱐,入聲,一,屋,101,
楅,入聲,一,屋,101,
贕,入聲,一,屋,101,
鵚,入聲,一,屋,101,
簶,入聲,一,屋,101,
閦,入聲,一,屋,101,
噈,入聲,一,屋,101,
繆,入聲,一,屋,101,與穆同
稢,入聲,一,屋,101,
虪,入聲,一,屋,101,
穋,入聲,一,屋,101,
觳,入聲,一,屋,101,
朷,入聲,一,屋,101,
告,入聲,一,屋,101,
吿,入聲,一,屋,101,
葍,入聲,一,屋,101,
腛,入聲,一,屋,101,
勠,入聲,一,屋,101,
鋉,入聲,一,屋,101,
瑴,入聲,一,屋,101,
縬,入聲,一,屋,101,
濲,入聲,一,屋,101,
摍,入聲,一,屋,101,
藗,入聲,一,屋,101,
焀,入聲,一,屋,101,
蓛,入聲,一,屋,101,
熇,入聲,一,屋,101,
燺,入聲,一,屋,101,
遬,入聲,一,屋,101,
汋,入聲,一,屋,101,激水聲也
蹼,入聲,一,屋,101,
唷,入聲,一,屋,101,
唂,入聲,一,屋,101,
橚,入聲,一,屋,101,
趢,入聲,一,屋,101,
儥,入聲,一,屋,101,
蜟,入聲,一,屋,101,
拲,入聲,一,屋,101,
娽,入聲,一,屋,101,
坶,入聲,一,屋,101,
蔛,入聲,一,屋,101,
涑,入聲,一,屋,101,
樚,入聲,一,屋,101,
鶝,入聲,一,屋,101,
踾,入聲,一,屋,101,
跾,入聲,一,屋,101,
豖,入聲,一,屋,101,
匑,入聲,一,屋,101,
翏,入聲,一,屋,101,
錥,入聲,一,屋,101,
圥,入聲,一,屋,101,
鴔,入聲,一,屋,101,
趗,入聲,一,屋,101,
栜,入聲,一,屋,101,
棴,入聲,一,屋,101,
鮛,入聲,一,屋,101,
楘,入聲,一,屋,101,
蚞,入聲,一,屋,101,
襡,入聲,一,屋,101,
艒,入聲,一,屋,101,
纀,入聲,一,屋,101,
蕧,入聲,一,屋,101,
栿,入聲,一,屋,101,
獛,入聲,一,屋,101,
熝,入聲,一,屋,101,
嬻,入聲,一,屋,101,
躹,入聲,一,屋,101,
鵱,入聲,一,屋,101,
蔍,入聲,一,屋,101,
茿,入聲,一,屋,101,
剹,入聲,一,屋,101,
諔,入聲,一,屋,101,
踿,入聲,一,屋,101,
喐,入聲,一,屋,101,
韇,入聲,一,屋,101,
蓫,入聲,一,屋,101,
沑,入聲,一,屋,101,
鱁,入聲,一,屋,101,
蠨,入聲,一,屋,101,
梀,入聲,一,屋,101,
惐,入聲,一,屋,101,
梮,入聲,一,屋,101,
皾,入聲,一,屋,101,
莥,入聲,一,屋,101,
逳,入聲,一,屋,101,
箼,入聲,一,屋,101,
荲,入聲,一,屋,101,
騼,入聲,一,屋,101,
宓,入聲,一,屋,101,
騳,入聲,一,屋,101,
驧,入聲,一,屋,101,
潚,入聲,一,屋,101,
畐,入聲,一,屋,101,
斀,入聲,一,屋,101,
稪,入聲,一,屋,101,
萺,入聲,一,屋,101,
莤,入聲,一,屋,101,
玊,入聲,一,屋,101,
哊,入聲,一,屋,101,
鉐,入聲,一,屋,101,
鵦,入聲,一,屋,101,
癁,入聲,一,屋,101,
鉃,入聲,一,屋,101,
粶,入聲,一,屋,101,
丵,入聲,一,屋,101,
焂,入聲,一,屋,101,
埱,入聲,一,屋,101,
坴,入聲,一,屋,101,
襆,入聲,一,屋,101,
敊,入聲,一,屋,101,
涋,入聲,一,屋,101,
粷,入聲,一,屋,101,
喅,入聲,一,屋,101,
蓻,入聲,一,屋,101,
鱳,入聲,一,屋,101,
瓄,入聲,一,屋,101,
珿,入聲,一,屋,101,
軮,入聲,一,屋,101,
鰒,入聲,一,屋,101,
踓,入聲,一,屋,101,
剢,入聲,一,屋,101,
犕,入聲,一,屋,101,
鑟,入聲,一,屋,101,
蔋,入聲,一,屋,101,
椈,入聲,一,屋,101,
嗀,入聲,一,屋,101,
聏,入聲,一,屋,101,
琡,入聲,一,屋,101,
鞪,入聲,一,屋,101,
鏉,入聲,一,屋,101,
蘛,入聲,一,屋,101,
鼀,入聲,一,屋,101,
疛,入聲,一,屋,101,
巈,入聲,一,屋,101,
淕,入聲,一,屋,101,
絥,入聲,一,屋,101,
鄜,入聲,一,屋,101,
齱,入聲,一,屋,101,
璛,入聲,一,屋,101,
淯,入聲,一,屋,101,
璹,入聲,一,屋,101,
樢,入聲,一,屋,101,
婅,入聲,一,屋,101,
蒮,入聲,一,屋,101,
斣,入聲,一,屋,101,
穙,入聲,一,屋,101,
鍙,入聲,一,屋,101,
趜,入聲,一,屋,101,
雮,入聲,一,屋,101,
偪,入聲,一,屋,101,
阿,入聲,一,屋,101,阿誰
疁,入聲,一,屋,101,
骲,入聲,一,屋,101,
篴,入聲,一,屋,101,
媨,入聲,一,屋,101,
罜,入聲,一,屋,101,
殐,入聲,一,屋,101,
掓,入聲,一,屋,101,
稶,入聲,一,屋,101,
嚛,入聲,一,屋,101,
磩,入聲,一,屋,101,
槒,入聲,一,屋,101,
膔,入聲,一,屋,101,
栯,入聲,一,屋,101,
礇,入聲,一,屋,101,
炑,入聲,一,屋,101,
鄐,入聲,一,屋,101,
鳪,入聲,一,屋,101,
轐,入聲,一,屋,101,
殧,入聲,一,屋,101,
塶,入聲,一,屋,101,
螜,入聲,一,屋,101,
閰,入聲,一,屋,101,
媉,入聲,一,屋,101,
棛,入聲,一,屋,101,
篫,入聲,一,屋,101,
諨,入聲,一,屋,101,
摵,入聲,一,屋,101,
椱,入聲,一,屋,101,
砡,入聲,一,屋,101,
樎,入聲,一,屋,101,
鎐,入聲,一,屋,101,
誎,入聲,一,屋,101,
垘,入聲,一,屋,101,
苖,入聲,一,屋,101,
婌,入聲,一,屋,101,
泦,入聲,一,屋,101,
椂,入聲,一,屋,101,
鐭,入聲,一,屋,101,
攴,入聲,一,屋,101,
攵,入聲,一,屋,101,
堉,入聲,一,屋,101,
嗖,入聲,一,屋,101,
鯥,入聲,一,屋,101,
觷,入聲,一,屋,101,
觻,入聲,一,屋,101,
䘵,入聲,一,屋,101,
䩮,入聲,一,屋,101,
䮷,入聲,一,屋,101,
䱙,入聲,一,屋,101,
䎘,入聲,一,屋,101,
䍡,入聲,一,屋,101,
䉛,入聲,一,屋,101,
䃤,入聲,一,屋,101,
䛢,入聲,一,屋,101,
㳤,入聲,一,屋,101,
㰗,入聲,一,屋,101,
㜚,入聲,一,屋,101,
䞱,入聲,一,屋,101,
䃙,入聲,一,屋,101,
㕰,入聲,一,屋,101,
㰲,入聲,一,屋,101,
㓘,入聲,一,屋,101,
䑿,入聲,一,屋,101,
㚆,入聲,一,屋,101,
䫝,入聲,一,屋,101,
㽤,入聲,一,屋,101,
㥔,入聲,一,屋,101,
䙒,入聲,一,屋,101,
㶖,入聲,一,屋,101,
䜡,入聲,一,屋,101,
㲫,入聲,一,屋,101,
㩋,入聲,一,屋,101,
㧅,入聲,一,屋,101,
䟿,入聲,一,屋,101,
䥮,入聲,一,屋,101,
䘻,入聲,一,屋,101,
㓐,入聲,一,屋,101,
䢱,入聲,一,屋,101,
䟟,入聲,一,屋,101,
䋭,入聲,一,屋,101,
䢗,入聲,一,屋,101,
㑉,入聲,一,屋,101,
䗇,入聲,一,屋,101,
䴪,入聲,一,屋,101,
䇚,入聲,一,屋,101,
䃞,入聲,一,屋,101,
㪩,入聲,一,屋,101,
䑁,入聲,一,屋,101,
䔎,入聲,一,屋,101,
㦇,入聲,一,屋,101,
䊾,入聲,一,屋,101,
䄾,入聲,一,屋,101,
䘐,入聲,一,屋,101,
䋹,入聲,一,屋,101,
㜙,入聲,一,屋,101,
㮋,入聲,一,屋,101,
䏋,入聲,一,屋,101,
㗤,入聲,一,屋,101,
㤢,入聲,一,屋,101,
䗛,入聲,一,屋,101,
㥌,入聲,一,屋,101,
䶊,入聲,一,屋,101,
䪁,入聲,一,屋,101,
㠅,入聲,一,屋,101,
㣎,入聲,一,屋,101,
㜅,入聲,一,屋,101,
㬼,入聲,一,屋,101,
䐨,入聲,一,屋,101,
㼾,入聲,一,屋,101,
䧤,入聲,一,屋,101,
䎌,入聲,一,屋,101,
䡜,入聲,一,屋,101,
䕮,入聲,一,屋,101,
䈸,入聲,一,屋,101,
䜯,入聲,一,屋,101,
䫳,入聲,一,屋,101,
㾄,入聲,一,屋,101,
䃚,入聲,一,屋,101,
㘲,入聲,一,屋,101,
䏱,入聲,一,屋,101,
㝛,入聲,一,屋,101,
䨱,入聲,一,屋,101,
䵈,入聲,一,屋,101,
㾥,入聲,一,屋,101,
㻃,入聲,一,屋,101,
㒔,入聲,一,屋,101,
䪕,入聲,一,屋,101,
䟮,入聲,一,屋,101,
䌒,入聲,一,屋,101,
䎼,入聲,一,屋,101,
㖨,入聲,一,屋,101,
㴼,入聲,一,屋,101,
䮱,入聲,一,屋,101,
䳱,入聲,一,屋,101,
㡔,入聲,一,屋,101,
㵀,入聲,一,屋,101,
䨹,入聲,一,屋,101,
㞺,入聲,一,屋,101,
䞽,入聲,一,屋,101,
㑐,入聲,一,屋,101,
㛬,入聲,一,屋,101,
䙯,入聲,一,屋,101,
㪶,入聲,一,屋,101,
㯟,入聲,一,屋,101,
䤋,入聲,一,屋,101,
㙏,入聲,一,屋,101,
䗱,入聲,一,屋,101,
䚼,入聲,一,屋,101,
䎑,入聲,一,屋,101,
㯈,入聲,一,屋,101,
㜈,入聲,一,屋,101,
䛙,入聲,一,屋,101,
䜼,入聲,一,屋,101,
䱡,入聲,一,屋,101,
䐿,入聲,一,屋,101,
㑛,入聲,一,屋,101,
㯷,入聲,一,屋,101,
䐁,入聲,一,屋,101,
䀰,入聲,一,屋,101,
㣃,入聲,一,屋,101,
㷤,入聲,一,屋,101,
㺉,入聲,一,屋,101,
䀲,入聲,一,屋,101,
㹼,入聲,一,屋,101,
㪖,入聲,一,屋,101,
䖡,入聲,一,屋,101,
㽇,入聲,一,屋,101,
㾇,入聲,一,屋,101,
㞘,入聲,一,屋,101,
㬘,入聲,一,屋,101,
䇍,入聲,一,屋,101,
㦽,入聲,一,屋,101,
𨌥,入聲,一,屋,101,
𪇰,入聲,一,屋,101,
𥪋,入聲,一,屋,101,
𪘏,入聲,一,屋,101,
𩶫,入聲,一,屋,101,
𠱙,入聲,一,屋,101,
𩋟,入聲,一,屋,101,
𣖫,入聲,一,屋,101,
𡡐,入聲,一,屋,101,
𧼭,入聲,一,屋,101,
𣨍,入聲,一,屋,101,
𩑒,入聲,一,屋,101,
𥲒,入聲,一,屋,101,
𥉑,入聲,一,屋,101,
𥳇,入聲,一,屋,101,
𡰿,入聲,一,屋,101,
𪃃,入聲,一,屋,101,
𣤶,入聲,一,屋,101,
𦪇,入聲,一,屋,101,
𤞞,入聲,一,屋,101,
綠,入聲,二,沃,102,
氯,入聲,二,沃,102,
玉,入聲,二,沃,102,
俗,入聲,二,沃,102,
燭,入聲,二,沃,102,
足,入聲,二,沃,102,
續,入聲,二,沃,102,
粟,入聲,二,沃,102,
束,入聲,二,沃,102,
促,入聲,二,沃,102,
辱,入聲,二,沃,102,
局,入聲,二,沃,102,
鵠,入聲,二,沃,102,
躅,入聲,二,沃,102,
欲,入聲,二,沃,102,
慾,入聲,二,沃,102,
錄,入聲,二,沃,102,
蜀,入聲,二,沃,102,
觸,入聲,二,沃,102,
毒,入聲,二,沃,102,
浴,入聲,二,沃,102,
獄,入聲,二,沃,102,
旭,入聲,二,沃,102,
矚,入聲,二,沃,102,
籙,入聲,二,沃,102,
屬,入聲,二,沃,102,
𡱆,入聲,二,沃,102,
酷,入聲,二,沃,102,
淥,入聲,二,沃,102,
醁,入聲,二,沃,102,
篤,入聲,二,沃,102,
沃,入聲,二,沃,102,
曲,入聲,二,沃,102,
贖,入聲,二,沃,102,
褥,入聲,二,沃,102,
斸,入聲,二,沃,102,
勖,入聲,二,沃,102,
勗,入聲,二,沃,102,
督,入聲,二,沃,102,
囑,入聲,二,沃,102,
溽,入聲,二,沃,102,
梏,入聲,二,沃,102,
縟,入聲,二,沃,102,
鵒,入聲,二,沃,102,
纛,入聲,二,沃,102,
菉,入聲,二,沃,102,
騄,入聲,二,沃,102,
蠋,入聲,二,沃,102,
蓐,入聲,二,沃,102,
瘃,入聲,二,沃,102,
峪,入聲,二,沃,102,
趣,入聲,二,沃,102,
牿,入聲,二,沃,102,
頊,入聲,二,沃,102,
僕,入聲,二,沃,102,
鄏,入聲,二,沃,102,
幞,入聲,二,沃,102,
裻,入聲,二,沃,102,
告,入聲,二,沃,102,
吿,入聲,二,沃,102,
挶,入聲,二,沃,102,
鳿,入聲,二,沃,102,
嚳,入聲,二,沃,102,
襮,入聲,二,沃,102,
歜,入聲,二,沃,102,
輂,入聲,二,沃,102,
斶,入聲,二,沃,102,
鋦,入聲,二,沃,102,
鋈,入聲,二,沃,102,
逯,入聲,二,沃,102,
藚,入聲,二,沃,102,
媷,入聲,二,沃,102,
臅,入聲,二,沃,102,
慮,入聲,二,沃,102,
憟,入聲,二,沃,102,
匤,入聲,二,沃,102,
熇,入聲,二,沃,102,
燺,入聲,二,沃,102,
臛,入聲,二,沃,102,
旮,入聲,二,沃,102,同旭
蛐,入聲,二,沃,102,
欘,入聲,二,沃,102,
趢,入聲,二,沃,102,
犦,入聲,二,沃,102,
哫,入聲,二,沃,102,
灟,入聲,二,沃,102,
拲,入聲,二,沃,102,
娽,入聲,二,沃,102,
傉,入聲,二,沃,102,
彳,入聲,二,沃,102,
鸀,入聲,二,沃,102,
駶,入聲,二,沃,102,
軉,入聲,二,沃,102,
筁,入聲,二,沃,102,
蝳,入聲,二,沃,102,
蠾,入聲,二,沃,102,
趗,入聲,二,沃,102,
髷,入聲,二,沃,102,
鏷,入聲,二,沃,102,
薥,入聲,二,沃,102,
鋊,入聲,二,沃,102,
脨,入聲,二,沃,102,
砡,入聲,二,沃,102,
檋,入聲,二,沃,102,
琟,入聲,二,沃,102,
輍,入聲,二,沃,102,
頶,入聲,二,沃,102,
俈,入聲,二,沃,102,
捁,入聲,二,沃,102,
澩,入聲,二,沃,102,
斀,入聲,二,沃,102,
珛,入聲,二,沃,102,
钃,入聲,二,沃,102,
搙,入聲,二,沃,102,
潥,入聲,二,沃,102,
隺,入聲,二,沃,102,
絭,入聲,二,沃,102,
悎,入聲,二,沃,102,
觷,入聲,二,沃,102,
螸,入聲,二,沃,102,
傶,入聲,二,沃,102,
襡,入聲,二,沃,102,
鈺,入聲,二,沃,102,
洬,入聲,二,沃,102,
嚛,入聲,二,沃,102,
錊,入聲,二,沃,102,
噣,入聲,二,沃,102,
孎,入聲,二,沃,102,
錖,入聲,二,沃,102,
誎,入聲,二,沃,102,
嗕,入聲,二,沃,102,
斣,入聲,二,沃,102,
襆,入聲,二,沃,102,
疁,入聲,二,沃,102,
梮,入聲,二,沃,102,
捒,入聲,二,沃,102,
蔋,入聲,二,沃,102,
鶮,入聲,二,沃,102,
䠱,入聲,二,沃,102,
䪅,入聲,二,沃,102,
㯮,入聲,二,沃,102,
㒒,入聲,二,沃,102,
䒼,入聲,二,沃,102,
䟉,入聲,二,沃,102,
㮂,入聲,二,沃,102,
䥔,入聲,二,沃,102,
䌚,入聲,二,沃,102,
㙇,入聲,二,沃,102,
䞖,入聲,二,沃,102,
䶜,入聲,二,沃,102,
䎤,入聲,二,沃,102,
䌵,入聲,二,沃,102,
䜹,入聲,二,沃,102,
㻿,入聲,二,沃,102,
䞝,入聲,二,沃,102,
䧊,入聲,二,沃,102,
䕽,入聲,二,沃,102,
䙱,入聲,二,沃,102,
䐂,入聲,二,沃,102,
䳔,入聲,二,沃,102,
䡞,入聲,二,沃,102,
䚄,入聲,二,沃,102,
䑑,入聲,二,沃,102,
䅶,入聲,二,沃,102,
䋰,入聲,二,沃,102,
䚛,入聲,二,沃,102,
䛤,入聲,二,沃,102,
㫽,入聲,二,沃,102,
䱚,入聲,二,沃,102,
䴰,入聲,二,沃,102,
㩴,入聲,二,沃,102,
䴆,入聲,二,沃,102,
㿥,入聲,二,沃,102,
㔄,入聲,二,沃,102,
䧼,入聲,二,沃,102,
䅇,入聲,二,沃,102,
㦺,入聲,二,沃,102,
䈞,入聲,二,沃,102,
𤌍,入聲,二,沃,102,
𧰵,入聲,二,沃,102,
𧛔,入聲,二,沃,102,
𩌮,入聲,二,沃,102,
𤞞,入聲,二,沃,102,
學,入聲,三,覺,103,
斈,入聲,三,覺,103,
岳,入聲,三,覺,103,
朔,入聲,三,覺,103,
幄,入聲,三,覺,103,
渥,入聲,三,覺,103,
角,入聲,三,覺,103,
濯,入聲,三,覺,103,
邈,入聲,三,覺,103,
握,入聲,三,覺,103,
璞,入聲,三,覺,103,
剝,入聲,三,覺,103,
覺,入聲,三,覺,103,知覺
覐,入聲,三,覺,103,知覺
琢,入聲,三,覺,103,
确,入聲,三,覺,103,
卓,入聲,三,覺,103,
殻,入聲,三,覺,103,
雹,入聲,三,覺,103,
擢,入聲,三,覺,103,
鷟,入聲,三,覺,103,
槊,入聲,三,覺,103,
斲,入聲,三,覺,103,
斵,入聲,三,覺,103,
犖,入聲,三,覺,103,
捉,入聲,三,覺,103,
駁,入聲,三,覺,103,
濁,入聲,三,覺,103,
喔,入聲,三,覺,103,
啄,入聲,三,覺,103,
榷,入聲,三,覺,103,
桷,入聲,三,覺,103,
數,入聲,三,覺,103,頻數
朴,入聲,三,覺,103,
駮,入聲,三,覺,103,
灂,入聲,三,覺,103,
諑,入聲,三,覺,103,
樂,入聲,三,覺,103,音樂
齪,入聲,三,覺,103,
樸,入聲,三,覺,103,
埆,入聲,三,覺,103,
搉,入聲,三,覺,103,
啅,入聲,三,覺,103,
鐲,入聲,三,覺,103,
較,入聲,三,覺,103,
倬,入聲,三,覺,103,
珏,入聲,三,覺,103,
戳,入聲,三,覺,103,
鸑,入聲,三,覺,103,
涿,入聲,三,覺,103,
翯,入聲,三,覺,103,
鷽,入聲,三,覺,103,
跑,入聲,三,覺,103,
桌,入聲,三,覺,103,
踔,入聲,三,覺,103,
娖,入聲,三,覺,103,
鸐,入聲,三,覺,103,
硞,入聲,三,覺,103,
嶨,入聲,三,覺,103,
椓,入聲,三,覺,103,
擉,入聲,三,覺,103,
藥,入聲,三,覺,103,
浞,入聲,三,覺,103,
謈,入聲,三,覺,103,
愨,入聲,三,覺,103,
搦,入聲,三,覺,103,
碻,入聲,三,覺,103,同确
